Product ID,Month,Units Sold,Profit,ABC,XYZ
45,Июль,74,19240.0,A,X
46,Апрель,44,13200.0,A,X
46,Май,50,15000.0,A,X
46,Июнь,49,14700.0,A,X
46,Июль,45,13500.0,A,X
47,Апрель,57,17100.0,A,X
47,Май,61,18300.0,A,X
47,Июнь,64,19200.0,A,X
47,Июль,66,19800.0,A,X
48,Апрель,44,14080.0,A,X
48,Май,46,14720.0,A,X
48,Июнь,41,13120.0,A,X
48,Июль,40,12800.0,A,X
49,Апрель,52,26000.0,A,X
49,Май,52,26000.0,A,X
49,Июнь,47,23500.0,A,X
49,Июль,46,23000.0,A,X
50,Апрель,20,19000.0,A,X
50,Май,18,17100.0,A,X
50,Июнь,19,18050.0,A,X
50,Июль,21,19950.0,A,X
51,Апрель,53,26500.0,A,X
51,Май,47,23500.0,A,X
51,Июнь,51,25500.0,A,X
51,Июль,55,27500.0,A,X
52,Апрель,63,25200.0,A,X
52,Май,73,29200.0,A,X
52,Июнь,73,29200.0,A,X
52,Июль,70,28000.0,A,X
53,Апрель,64,38400.0,A,X
53,Май,70,42000.0,A,X
53,Июнь,70,42000.0,A,X
53,Июль,61,36600.0,A,X
54,Апрель,61,24400.0,A,X
54,Май,56,22400.0,A,X
54,Июнь,54,21600.0,A,X
54,Июль,52,20800.0,A,X
55,Апрель,13,4290.0,B,X
55,Май,14,4620.0,B,X
55,Июнь,15,4950.0,B,X
55,Июль,13,4290.0,B,X
56,Апрель,14,3780.0,B,X
56,Май,13,3510.0,B,X
56,Июнь,15,4050.0,B,X
56,Июль,13,3510.0,B,X
57,Апрель,12,5400.0,B,X
57,Май,11,4950.0,B,X
57,Июнь,11,4950.0,B,X
57,Июль,10,4500.0,B,X
58,Апрель,38,26600.0,A,X
58,Май,37,25900.0,A,X
58,Июнь,33,23100.0,A,X
58,Июль,33,23100.0,A,X
59,Апрель,44,11000.0,A,X
59,Май,42,10500.0,A,X
59,Июнь,46,11500.0,A,X
59,Июль,50,12500.0,A,X
60,Апрель,51,22950.0,A,X
60,Май,56,25200.0,A,X
60,Июнь,54,24300.0,A,X
60,Июль,47,21150.0,A,X
61,Апрель,12,5400.0,B,X
61,Май,13,5850.0,B,X
61,Июнь,11,4950.0,B,X
61,Июль,13,5850.0,B,X
62,Апрель,13,3250.0,B,X
62,Май,11,2750.0,C,X
62,Июнь,13,3250.0,B,X
62,Июль,12,3000.0,B,X
63,Апрель,34,10540.0,A,X
63,Май,31,9610.0,A,X
63,Июнь,28,8680.0,A,X
63,Июль,30,9300.0,A,X
64,Апрель,11,5500.0,B,X
64,Май,11,5500.0,B,X
64,Июнь,12,6000.0,B,X
64,Июль,13,6500.0,B,X
65,Апрель,13,1820.0,C,X
65,Май,11,1540.0,C,X
65,Июнь,11,1540.0,C,X
65,Июль,12,1680.0,C,X
66,Апрель,18,16200.0,A,X
66,Май,21,18900.0,A,X
66,Июнь,20,18000.0,A,X
66,Июль,22,19800.0,A,X
67,Апрель,11,2420.0,B,X
67,Май,10,2200.0,C,X
67,Июнь,12,2640.0,B,X
67,Июль,12,2640.0,B,X
68,Апрель,16,4800.0,B,X
68,Май,18,5400.0,B,X
68,Июнь,16,4800.0,B,X
68,Июль,19,5700.0,B,X
69,Апрель,19,11400.0,A,X
69,Май,18,10800.0,A,X
69,Июнь,19,11400.0,A,X
69,Июль,22,13200.0,A,X
70,Апрель,6,2400.0,B,X
70,Май,7,2800.0,C,X
70,Июнь,6,2400.0,B,X
70,Июль,7,2800.0,B,X
71,Апрель,12,2280.0,B,X
71,Май,12,2280.0,C,X
71,Июнь,14,2660.0,B,X
71,Июль,14,2660.0,B,X
72,Апрель,45,15300.0,A,X
72,Май,37,12580.0,A,X
72,Июнь,38,12920.0,A,X
72,Июль,40,13600.0,A,X
73,Апрель,32,11200.0,A,X
73,Май,31,10850.0,A,X
73,Июнь,35,12250.0,A,X
73,Июль,28,9800.0,A,X
74,Апрель,45,7200.0,A,X
74,Май,36,5760.0,B,X
74,Июнь,40,6400.0,B,X
74,Июль,39,6240.0,B,X
75,Апрель,45,11250.0,A,X
75,Май,43,10750.0,A,X
75,Июнь,36,9000.0,A,X
75,Июль,41,10250.0,A,X
76,Апрель,9,2700.0,B,X
76,Май,9,2700.0,C,X
76,Июнь,11,3300.0,B,X
76,Июль,10,3000.0,B,X
77,Апрель,19,8550.0,A,X
77,Май,15,6750.0,B,X
77,Июнь,17,7650.0,A,X
77,Июль,18,8100.0,A,X
78,Апрель,34,15300.0,A,X
78,Май,32,14400.0,A,X
78,Июнь,37,16650.0,A,X
78,Июль,29,13050.0,A,X
79,Апрель,29,3190.0,B,X
79,Май,32,3520.0,B,X
79,Июнь,34,3740.0,B,X
79,Июль,37,4070.0,B,X
80,Апрель,9,1035.0,C,X
80,Май,8,920.0,C,X
80,Июнь,7,805.0,C,X
80,Июль,8,920.0,C,X
81,Апрель,5,1500.0,C,Y
81,Май,5,1500.0,C,Y
81,Июнь,5,1500.0,C,Y
81,Июль,4,1200.0,C,Y
82,Апрель,22,30800.0,A,Y
82,Май,22,30800.0,A,Y
82,Июнь,26,36400.0,A,Y
82,Июль,27,37800.0,A,Y
83,Апрель,9,4500.0,B,Y
83,Май,10,5000.0,B,Y
83,Июнь,8,4000.0,B,Y
83,Июль,8,4000.0,B,Y
84,Апрель,12,4800.0,B,Y
84,Май,15,6000.0,B,Y
84,Июнь,14,5600.0,B,Y
84,Июль,12,4800.0,B,Y
85,Апрель,15,1050.0,C,Y
85,Май,18,1260.0,C,Y
85,Июнь,17,1190.0,C,Y
85,Июль,14,980.0,C,Y
86,Апрель,6,3000.0,B,Y
86,Май,7,3500.0,B,Y
86,Июнь,8,4000.0,B,Y
86,Июль,7,3500.0,B,Y
87,Апрель,21,16800.0,A,Y
87,Май,18,14400.0,A,Y
87,Июнь,21,16800.0,A,Y
87,Июль,24,19200.0,A,Y
88,Апрель,13,4420.0,B,Y
88,Май,16,5440.0,B,Y
88,Июнь,13,4420.0,B,Y
88,Июль,12,4080.0,B,Y
89,Апрель,4,1600.0,C,Y
89,Май,5,2000.0,C,Y
89,Июнь,4,1600.0,C,Y
89,Июль,5,2000.0,C,Y
90,Апрель,4,1800.0,C,Y
90,Май,4,1800.0,C,Y
90,Июнь,4,1800.0,C,Y
90,Июль,3,1350.0,C,Y
91,Апрель,28,14560.0,A,Y
91,Май,30,15600.0,A,Y
91,Июнь,38,19760.0,A,Y
91,Июль,32,16640.0,A,Y
92,Апрель,15,6000.0,A,Y
92,Май,15,6000.0,B,Y
92,Июнь,18,7200.0,B,Y
92,Июль,13,5200.0,B,Y
93,Апрель,23,5750.0,A,Y
93,Май,28,7000.0,B,Y
93,Июнь,30,7500.0,B,Y
93,Июль,23,5750.0,B,Y
94,Апрель,27,7830.0,A,Y
94,Май,36,10440.0,A,Y
94,Июнь,37,10730.0,A,Y
94,Июль,32,9280.0,A,Y
95,Апрель,13,13000.0,A,Y
95,Май,15,15000.0,A,Y
95,Июнь,18,18000.0,A,Y
95,Июль,14,14000.0,A,Y
96,Апрель,23,9890.0,A,Y
96,Май,22,9460.0,A,Y
96,Июнь,17,7310.0,A,Y
96,Июль,24,10320.0,A,Y
97,Апрель,14,3500.0,B,Y
97,Май,17,4250.0,B,Y
97,Июнь,14,3500.0,B,Y
97,Июль,12,3000.0,B,Y
98,Апрель,13,9100.0,A,Y
98,Май,16,11200.0,A,Y
98,Июнь,18,12600.0,A,Y
98,Июль,18,12600.0,A,Y
99,Апрель,13,4550.0,B,Y
99,Май,10,3500.0,B,Y
99,Июнь,14,4900.0,B,Y
99,Июль,14,4900.0,B,Y
100,Апрель,26,20800.0,A,Y
100,Май,20,16000.0,A,Y
100,Июнь,26,20800.0,A,Y
100,Июль,20,16000.0,A,Y
101,Апрель,7,4900.0,B,Y
101,Май,6,4200.0,B,Y
101,Июнь,5,3500.0,B,Y
101,Июль,7,4900.0,B,Y
102,Апрель,18,5400.0,B,Y
102,Май,21,6300.0,B,Y
102,Июнь,20,6000.0,A,Y
102,Июль,26,7800.0,A,Y
103,Апрель,16,5600.0,A,Y
103,Май,15,5250.0,B,Y
103,Июнь,11,3850.0,B,Y
103,Июль,13,4550.0,B,Y
104,Апрель,15,1950.0,C,Y
104,Май,13,1690.0,C,Y
104,Июнь,11,1430.0,C,Y
104,Июль,16,2080.0,C,Y
105,Апрель,13,1300.0,C,Y
105,Май,11,1100.0,C,Y
105,Июнь,16,1600.0,C,Y
105,Июль,15,1500.0,C,Y
106,Апрель,13,6500.0,A,Y
106,Май,15,7500.0,B,Y
106,Июнь,10,5000.0,B,Y
106,Июль,12,6000.0,B,Y
107,Апрель,21,10500.0,A,Y
107,Май,23,11500.0,A,Y
107,Июнь,16,8000.0,A,Y
107,Июль,17,8500.0,A,Y
108,Апрель,6,1800.0,C,Y
108,Май,7,2100.0,C,Y
108,Июнь,9,2700.0,C,Y
108,Июль,7,2100.0,C,Y
109,Апрель,19,5700.0,A,Y
109,Май,21,6300.0,B,Y
109,Июнь,23,6900.0,B,Y
109,Июль,15,4500.0,B,Y
110,Апрель,17,6800.0,A,Y
110,Май,23,9200.0,A,Y
110,Июнь,17,6800.0,B,Y
110,Июль,16,6400.0,B,Y
111,Апрель,18,9000.0,A,Y
111,Май,13,6500.0,B,Y
111,Июнь,13,6500.0,B,Y
111,Июль,13,6500.0,B,Y
112,Апрель,17,4420.0,B,Y
112,Май,17,4420.0,B,Y
112,Июнь,12,3120.0,B,Y
112,Июль,13,3380.0,B,Y
113,Апрель,19,9500.0,A,Y
113,Май,13,6500.0,B,Y
113,Июнь,19,9500.0,A,Y
113,Июль,15,7500.0,A,Y
114,Апрель,5,2000.0,C,Y
114,Май,5,2000.0,C,Y
114,Июнь,7,2800.0,C,Y
114,Июль,5,2000.0,C,Y
115,Апрель,6,2700.0,B,Y
115,Май,6,2700.0,C,Y
115,Июнь,6,2700.0,C,Y
115,Июль,4,1800.0,C,Y
116,Апрель,14,7280.0,A,Y
116,Май,13,6760.0,B,Y
116,Июнь,19,9880.0,A,Y
116,Июль,18,9360.0,A,Y
117,Апрель,13,9100.0,A,Y
117,Май,17,11900.0,A,Y
117,Июнь,15,10500.0,A,Y
117,Июль,11,7700.0,A,Y
118,Апрель,13,7800.0,A,Y
118,Май,20,12000.0,A,Y
118,Июнь,19,11400.0,A,Y
118,Июль,20,12000.0,A,Y
119,Апрель,19,10450.0,A,Y
119,Май,22,12100.0,A,Y
119,Июнь,15,8250.0,A,Y
119,Июль,15,8250.0,A,Y
120,Апрель,15,2250.0,C,Y
120,Май,16,2400.0,C,Y
120,Июнь,19,2850.0,B,Y
120,Июль,23,3450.0,B,Y
121,Апрель,8,4000.0,B,Y
121,Май,6,3000.0,B,Y
121,Июнь,9,4500.0,B,Y
121,Июль,6,3000.0,B,Y
122,Апрель,13,13000.0,A,Y
122,Май,15,15000.0,A,Y
122,Июнь,12,12000.0,A,Y
122,Июль,19,19000.0,A,Y
123,Апрель,11,3300.0,B,Y
123,Май,10,3000.0,B,Y
123,Июнь,16,4800.0,B,Y
123,Июль,14,4200.0,B,Y
124,Апрель,12,2400.0,B,Y
124,Май,7,1400.0,C,Y
124,Июнь,10,2000.0,C,Y
124,Июль,9,1800.0,C,Y
125,Апрель,8,6400.0,A,Y
125,Май,12,9600.0,A,Y
125,Июнь,8,6400.0,B,Y
125,Июль,8,6400.0,B,Y
126,Апрель,6,2400.0,B,Y
126,Май,4,1600.0,C,Y
126,Июнь,4,1600.0,C,Y
126,Июль,4,1600.0,C,Y
127,Апрель,18,6660.0,A,Y
127,Май,14,5180.0,B,Y
127,Июнь,11,4070.0,B,Y
127,Июль,18,6660.0,A,Y
128,Апрель,18,7200.0,A,Y
128,Май,14,5600.0,B,Y
128,Июнь,11,4400.0,B,Y
128,Июль,12,4800.0,B,Y
129,Апрель,3,1500.0,C,Y
129,Май,5,2500.0,C,Y
129,Июнь,4,2000.0,C,Y
129,Июль,5,2500.0,C,Y
130,Апрель,14,4200.0,B,Y
130,Май,13,3900.0,B,Y
130,Июнь,9,2700.0,B,Y
130,Июль,16,4800.0,B,Y
131,Апрель,6,720.0,C,Y
131,Май,6,720.0,C,Y
131,Июнь,4,480.0,C,Y
131,Июль,4,480.0,C,Y
132,Апрель,7,2800.0,B,Y
132,Май,6,2400.0,C,Y
132,Июнь,4,1600.0,C,Y
132,Июль,5,2000.0,C,Y
133,Апрель,7,1330.0,C,Y
133,Май,6,1140.0,C,Y
133,Июнь,4,760.0,C,Y
133,Июль,7,1330.0,C,Y
134,Апрель,5,2250.0,C,Y
134,Май,4,1800.0,C,Y
134,Июнь,7,3150.0,C,Y
134,Июль,5,2250.0,C,Y
135,Апрель,5,3250.0,B,Y
135,Май,7,4550.0,B,Y
135,Июнь,8,5200.0,B,Y
135,Июль,5,3250.0,B,Y
136,Апрель,6,2700.0,B,Z
136,Май,10,4500.0,B,Z
136,Июнь,6,2700.0,B,Z
136,Июль,8,3600.0,B,Z
137,Апрель,5,1400.0,C,Z
137,Май,3,840.0,C,Z
137,Июнь,3,840.0,C,Z
137,Июль,4,1120.0,C,Z
138,Апрель,12,6000.0,A,Z
138,Май,18,9000.0,A,Z
138,Июнь,10,5000.0,A,Z
138,Июль,16,8000.0,A,Z
139,Апрель,7,6860.0,A,Z
139,Май,11,10780.0,A,Z
139,Июнь,6,5880.0,A,Z
139,Июль,9,8820.0,A,Z
140,Апрель,8,4000.0,B,Z
140,Май,10,5000.0,B,Z
140,Июнь,15,7500.0,B,Z
140,Июль,10,5000.0,B,Z
141,Апрель,16,3200.0,B,Z
141,Май,9,1800.0,C,Z
141,Июнь,10,2000.0,C,Z
141,Июль,10,2000.0,C,Z
142,Апрель,4,1600.0,C,Z
142,Май,6,2400.0,C,Z
142,Июнь,5,2000.0,C,Z
142,Июль,3,1200.0,C,Z
143,Апрель,4,2120.0,C,Z
143,Май,4,2120.0,C,Z
143,Июнь,3,1590.0,C,Z
143,Июль,2,1060.0,C,Z
144,Апрель,15,5250.0,B,Z
144,Май,25,8750.0,A,Z
144,Июнь,13,4550.0,A,Z
144,Июль,22,7700.0,A,Z
145,Апрель,8,4400.0,B,Z
145,Май,5,2750.0,C,Z
145,Июнь,4,2200.0,B,Z
145,Июль,5,2750.0,B,Z
146,Апрель,13,5200.0,B,Z
146,Май,6,2400.0,C,Z
146,Июнь,12,4800.0,B,Z
146,Июль,9,3600.0,B,Z
147,Апрель,6,1320.0,C,Z
147,Май,3,660.0,C,Z
147,Июнь,7,1540.0,C,Z
147,Июль,7,1540.0,C,Z
148,Апрель,7,1820.0,C,Z
148,Май,5,1300.0,C,Z
148,Июнь,7,1820.0,C,Z
148,Июль,3,780.0,C,Z
149,Апрель,2,400.0,C,Z
149,Май,4,800.0,C,Z
149,Июнь,2,400.0,C,Z
149,Июль,3,600.0,C,Z
150,Апрель,8,1600.0,C,Z
150,Май,8,1600.0,C,Z
150,Июнь,5,1000.0,C,Z
150,Июль,12,2400.0,C,Z
151,Апрель,7,1750.0,C,Z
151,Май,7,1750.0,C,Z
151,Июнь,11,2750.0,B,Z
151,Июль,14,3500.0,B,Z
152,Апрель,5,4750.0,B,Z
152,Май,5,4750.0,B,Z
152,Июнь,5,4750.0,C,Z
152,Июль,2,1900.0,C,Z
153,Апрель,5,2000.0,C,Z
153,Май,3,1200.0,C,Z
153,Июнь,6,2400.0,C,Z
153,Июль,3,1200.0,C,Z
154,Апрель,10,3000.0,B,Z
154,Май,4,1200.0,C,Z
154,Июнь,8,2400.0,C,Z
154,Июль,6,1800.0,C,Z
155,Апрель,5,2500.0,B,Z
155,Май,3,1500.0,C,Z
155,Июнь,3,1500.0,C,Z
155,Июль,2,1000.0,C,Z
156,Апрель,14,1540.0,C,Z
156,Май,24,2640.0,C,Z
156,Июнь,9,990.0,C,Z
156,Июль,19,2090.0,C,Z
157,Апрель,15,6000.0,A,Z
157,Май,27,10800.0,A,Z
157,Июнь,13,5200.0,A,Z
157,Июль,30,12000.0,A,Z
158,Апрель,2,860.0,C,Z
158,Май,4,1720.0,C,Z
158,Июнь,2,860.0,C,Z
158,Июль,2,860.0,C,Z
159,Апрель,2,600.0,C,Z
159,Май,5,1500.0,C,Z
159,Июнь,4,1200.0,C,Z
159,Июль,6,1800.0,C,Z
160,Апрель,1,420.0,C,Z
160,Май,2,840.0,C,Z
160,Июнь,3,1260.0,C,Z
160,Июль,2,840.0,C,Z
161,Апрель,12,4800.0,B,Z
161,Май,24,9600.0,A,Z
161,Июнь,10,4000.0,A,Z
161,Июль,22,8800.0,A,Z
162,Апрель,5,4000.0,B,Z
162,Май,6,4800.0,B,Z
162,Июнь,12,9600.0,A,Z
162,Июль,11,8800.0,A,Z
163,Апрель,11,2530.0,B,Z
163,Май,6,1380.0,C,Z
163,Июнь,12,2760.0,C,Z
163,Июль,5,1150.0,C,Z
164,Апрель,10,1400.0,C,Z
164,Май,21,2940.0,C,Z
164,Июнь,8,1120.0,C,Z
164,Июль,16,2240.0,C,Z
165,Апрель,6,3000.0,B,Z
165,Май,12,6000.0,B,Z
165,Июнь,6,3000.0,C,Z
165,Июль,5,2500.0,C,Z
166,Апрель,15,1800.0,C,Z
166,Май,30,3600.0,B,Z
166,Июнь,11,1320.0,B,Z
166,Июль,27,3240.0,B,Z
167,Апрель,13,7020.0,A,Z
167,Май,27,14580.0,A,Z
167,Июнь,10,5400.0,A,Z
167,Июль,25,13500.0,A,Z
168,Апрель,4,600.0,C,Z
168,Май,6,900.0,C,Z
168,Июнь,3,450.0,C,Z
168,Июль,2,300.0,C,Z
169,Апрель,4,1400.0,C,Z
169,Май,5,1750.0,C,Z
169,Июнь,9,3150.0,B,Z
169,Июль,11,3850.0,B,Z
170,Апрель,11,4510.0,B,Z
170,Май,23,9430.0,A,Z
170,Июнь,8,3280.0,A,Z
170,Июль,20,8200.0,A,Z
171,Апрель,4,1600.0,C,Z
171,Май,4,1600.0,C,Z
171,Июнь,1,400.0,C,Z
171,Июль,4,1600.0,C,Z
172,Апрель,13,3900.0,B,Z
172,Май,29,8700.0,A,Z
172,Июнь,10,3000.0,B,Z
172,Июль,18,5400.0,B,Z
173,Апрель,13,6500.0,A,Z
173,Май,28,14000.0,A,Z
173,Июнь,9,4500.0,A,Z
173,Июль,24,12000.0,A,Z
174,Апрель,12,5040.0,B,Z
174,Май,29,12180.0,A,Z
174,Июнь,10,4200.0,A,Z
174,Июль,21,8820.0,A,Z
175,Апрель,12,6000.0,A,Z
175,Май,28,14000.0,A,Z
175,Июнь,9,4500.0,A,Z
175,Июль,20,10000.0,A,Z
176,Апрель,9,2970.0,B,Z
176,Май,20,6600.0,B,Z
176,Июнь,6,1980.0,B,Z
176,Июль,15,4950.0,B,Z
177,Апрель,1,130.0,C,Z
177,Май,5,650.0,C,Z
177,Июнь,5,650.0,C,Z
177,Июль,5,650.0,C,Z
178,Апрель,12,3600.0,B,Z
178,Май,25,7500.0,B,Z
178,Июнь,7,2100.0,B,Z
178,Июль,20,6000.0,B,Z
179,Апрель,14,6300.0,A,Z
179,Май,34,15300.0,A,Z
179,Июнь,12,5400.0,A,Z
179,Июль,19,8550.0,A,Z
180,Апрель,12,4200.0,B,Z
180,Май,27,9450.0,A,Z
180,Июнь,8,2800.0,B,Z
180,Июль,19,6650.0,A,Z
181,Апрель,14,4620.0,B,Z
181,Май,31,10230.0,A,Z
181,Июнь,9,2970.0,A,Z
181,Июль,21,6930.0,A,Z
182,Апрель,15,7500.0,A,Z
182,Май,40,20000.0,A,Z
182,Июнь,13,6500.0,A,Z
182,Июль,30,15000.0,A,Z
183,Апрель,4,1600.0,C,Z
183,Май,3,1200.0,C,Z
183,Июнь,1,400.0,C,Z
183,Июль,5,2000.0,C,Z
184,Апрель,13,1300.0,C,Z
184,Май,31,3100.0,B,Z
184,Июнь,9,900.0,C,Z
184,Июль,20,2000.0,C,Z
185,Апрель,12,8400.0,A,Z
185,Май,31,21700.0,A,Z
185,Июнь,10,7000.0,A,Z
185,Июль,18,12600.0,A,Z
186,Апрель,15,9000.0,A,Z
186,Май,38,22800.0,A,Z
186,Июнь,11,6600.0,A,Z
186,Июль,29,17400.0,A,Z
187,Апрель,2,800.0,C,Z
187,Май,4,1600.0,C,Z
187,Июнь,4,1600.0,C,Z
187,Июль,1,400.0,C,Z
188,Апрель,10,1600.0,C,Z
188,Май,27,4320.0,B,Z
188,Июнь,8,1280.0,B,Z
188,Июль,20,3200.0,B,Z
189,Апрель,12,2400.0,B,Z
189,Май,31,6200.0,B,Z
189,Июнь,9,1800.0,B,Z
189,Июль,26,5200.0,B,Z
190,Апрель,3,1350.0,C,Z
190,Май,2,900.0,C,Z
190,Июнь,1,450.0,C,Z
190,Июль,1,450.0,C,Z
191,Апрель,11,3850.0,B,Z
191,Май,26,9100.0,A,Z
191,Июнь,7,2450.0,A,Z
191,Июль,23,8050.0,A,Z
192,Апрель,12,2040.0,C,Z
192,Май,28,4760.0,B,Z
192,Июнь,7,1190.0,B,Z
192,Июль,23,3910.0,B,Z
193,Апрель,10,6500.0,A,Z
193,Май,27,17550.0,A,Z
193,Июнь,8,5200.0,A,Z
193,Июль,23,14950.0,A,Z
194,Апрель,15,4500.0,B,Z
194,Май,37,11100.0,A,Z
194,Июнь,10,3000.0,A,Z
194,Июль,23,6900.0,A,Z
195,Апрель,13,7800.0,A,Z
195,Май,33,19800.0,A,Z
195,Июнь,9,5400.0,A,Z
195,Июль,28,16800.0,A,Z
196,Апрель,4,1240.0,C,Z
196,Май,2,620.0,C,Z
196,Июнь,1,310.0,C,Z
196,Июль,2,620.0,C,Z
